lat,lon,validdate,t_2m:C,precip_1h:mm
2.5,-77.0,2024-10-10 00:00:00+00:00,15.5,0.25
2.5,-77.0,2024-10-10 12:00:00+00:00,15.0,0.51
2.5,-77.0,2024-10-11 00:00:00+00:00,15.3,0.13
2.5,-77.0,2024-10-11 12:00:00+00:00,15.7,0.0
2.5,-77.0,2024-10-12 00:00:00+00:00,15.4,0.49
2.5,-77.0,2024-10-12 12:00:00+00:00,15.4,0.0
2.5,-77.0,2024-10-13 00:00:00+00:00,16.2,0.21
2.5,-77.0,2024-10-13 12:00:00+00:00,15.5,0.0
2.5,-77.0,2024-10-14 00:00:00+00:00,16.2,0.28
2.5,-77.0,2024-10-14 12:00:00+00:00,15.2,0.0
2.5,-77.0,2024-10-15 00:00:00+00:00,15.7,0.56
2.5,-76.5,2024-10-05 00:00:00+00:00,15.2,2.3
2.5,-76.5,2024-10-05 12:00:00+00:00,14.0,0.0
2.5,-76.5,2024-10-06 00:00:00+00:00,15.1,0.63
2.5,-76.5,2024-10-06 12:00:00+00:00,14.7,0.0
2.5,-76.5,2024-10-07 00:00:00+00:00,15.6,0.0
2.5,-76.5,2024-10-07 12:00:00+00:00,15.1,0.0
2.5,-76.5,2024-10-08 00:00:00+00:00,15.0,0.26
2.5,-76.5,2024-10-08 12:00:00+00:00,14.1,0.31
2.5,-76.5,2024-10-09 00:00:00+00:00,15.6,0.34
2.5,-76.5,2024-10-09 12:00:00+00:00,14.1,3.9
2.5,-76.5,2024-10-10 00:00:00+00:00,15.8,0.6
2.5,-76.5,2024-10-10 12:00:00+00:00,15.3,0.5
2.5,-76.5,2024-10-11 00:00:00+00:00,15.4,1.01
2.5,-76.5,2024-10-11 12:00:00+00:00,15.3,0.0
2.5,-76.5,2024-10-12 00:00:00+00:00,15.9,1.19
2.5,-76.5,2024-10-12 12:00:00+00:00,15.2,0.0
2.5,-76.5,2024-10-13 00:00:00+00:00,16.7,0.88
2.5,-76.5,2024-10-13 12:00:00+00:00,15.1,0.11
2.5,-76.5,2024-10-14 00:00:00+00:00,15.9,0.32
2.5,-76.5,2024-10-14 12:00:00+00:00,14.7,0.0
2.5,-76.5,2024-10-15 00:00:00+00:00,15.6,1.49
2.5,-76.0,2024-10-05 00:00:00+00:00,16.9,0.0
2.5,-76.0,2024-10-05 12:00:00+00:00,16.8,0.0
2.5,-76.0,2024-10-06 00:00:00+00:00,18.1,0.0
2.5,-76.0,2024-10-06 12:00:00+00:00,16.4,0.0
2.5,-76.0,2024-10-07 00:00:00+00:00,18.8,0.0
2.5,-76.0,2024-10-07 12:00:00+00:00,16.5,0.0
2.5,-76.0,2024-10-08 00:00:00+00:00,17.8,0.41
2.5,-76.0,2024-10-08 12:00:00+00:00,15.8,0.24
2.5,-76.0,2024-10-09 00:00:00+00:00,18.0,0.0
2.5,-76.0,2024-10-09 12:00:00+00:00,16.5,0.29
2.5,-76.0,2024-10-10 00:00:00+00:00,16.5,0.0
2.5,-76.0,2024-10-10 12:00:00+00:00,16.5,0.13
2.5,-76.0,2024-10-11 00:00:00+00:00,16.6,0.18
2.5,-76.0,2024-10-11 12:00:00+00:00,16.4,0.0
2.5,-76.0,2024-10-12 00:00:00+00:00,16.9,0.32
2.5,-76.0,2024-10-12 12:00:00+00:00,16.3,0.0
2.5,-76.0,2024-10-13 00:00:00+00:00,18.0,0.0
2.5,-76.0,2024-10-13 12:00:00+00:00,16.3,0.0
2.5,-76.0,2024-10-14 00:00:00+00:00,18.3,0.0
2.5,-76.0,2024-10-14 12:00:00+00:00,17.3,0.0
2.5,-76.0,2024-10-15 00:00:00+00:00,18.5,0.19
2.5,-75.5,2024-10-05 00:00:00+00:00,25.2,0.0
2.5,-75.5,2024-10-05 12:00:00+00:00,22.8,0.0
2.5,-75.5,2024-10-06 00:00:00+00:00,26.5,0.0
2.5,-75.5,2024-10-06 12:00:00+00:00,21.9,0.0
2.5,-75.5,2024-10-07 00:00:00+00:00,25.6,0.0
2.5,-75.5,2024-10-07 12:00:00+00:00,21.1,0.0
2.5,-75.5,2024-10-08 00:00:00+00:00,25.1,0.0
2.5,-75.5,2024-10-08 12:00:00+00:00,20.8,0.48
2.5,-75.5,2024-10-09 00:00:00+00:00,23.5,0.0
2.5,-75.5,2024-10-09 12:00:00+00:00,21.4,0.14
2.5,-75.5,2024-10-10 00:00:00+00:00,24.5,0.0
2.5,-75.5,2024-10-10 12:00:00+00:00,20.6,1.87
2.5,-75.5,2024-10-11 00:00:00+00:00,23.6,0.14
2.5,-75.5,2024-10-11 12:00:00+00:00,21.0,0.0
2.5,-75.5,2024-10-12 00:00:00+00:00,22.7,0.0
2.5,-75.5,2024-10-12 12:00:00+00:00,20.7,0.0
2.5,-75.5,2024-10-13 00:00:00+00:00,24.2,0.0
2.5,-75.5,2024-10-13 12:00:00+00:00,20.8,0.24
2.5,-75.5,2024-10-14 00:00:00+00:00,24.1,0.0
2.5,-75.5,2024-10-14 12:00:00+00:00,21.4,0.0
2.5,-75.5,2024-10-15 00:00:00+00:00,25.4,0.0
3.0,-78.5,2024-10-05 00:00:00+00:00,26.6,0.24
3.0,-78.5,2024-10-05 12:00:00+00:00,25.9,0.0
3.0,-78.5,2024-10-06 00:00:00+00:00,27.0,0.0
3.0,-78.5,2024-10-06 12:00:00+00:00,25.2,2.94
3.0,-78.5,2024-10-07 00:00:00+00:00,26.6,0.0
3.0,-78.5,2024-10-07 12:00:00+00:00,25.7,1.25
3.0,-78.5,2024-10-08 00:00:00+00:00,26.9,0.0
3.0,-78.5,2024-10-08 12:00:00+00:00,26.3,0.8
3.0,-78.5,2024-10-09 00:00:00+00:00,26.7,0.0
3.0,-78.5,2024-10-09 12:00:00+00:00,25.6,0.93
3.0,-78.5,2024-10-10 00:00:00+00:00,26.7,0.38
3.0,-78.5,2024-10-10 12:00:00+00:00,25.7,3.07
3.0,-78.5,2024-10-11 00:00:00+00:00,26.5,0.12
3.0,-78.5,2024-10-11 12:00:00+00:00,25.8,0.49
3.0,-78.5,2024-10-12 00:00:00+00:00,27.0,0.0
3.0,-78.5,2024-10-12 12:00:00+00:00,25.6,1.72
3.0,-78.5,2024-10-13 00:00:00+00:00,26.8,0.0
3.0,-78.5,2024-10-13 12:00:00+00:00,25.6,3.06
3.0,-78.5,2024-10-14 00:00:00+00:00,26.8,0.0
3.0,-78.5,2024-10-14 12:00:00+00:00,25.1,2.28
3.0,-78.5,2024-10-15 00:00:00+00:00,26.5,0.12
3.0,-78.0,2024-10-05 00:00:00+00:00,26.1,0.2
3.0,-78.0,2024-10-05 12:00:00+00:00,25.5,0.0
3.0,-78.0,2024-10-06 00:00:00+00:00,27.0,0.14
3.0,-78.0,2024-10-06 12:00:00+00:00,24.8,0.25
3.0,-78.0,2024-10-07 00:00:00+00:00,26.9,0.16
3.0,-78.0,2024-10-07 12:00:00+00:00,25.6,0.0
3.0,-78.0,2024-10-08 00:00:00+00:00,26.1,1.46
3.0,-78.0,2024-10-08 12:00:00+00:00,25.3,24.06
3.0,-78.0,2024-10-09 00:00:00+00:00,26.5,0.35
3.0,-78.0,2024-10-09 12:00:00+00:00,25.4,0.15
3.0,-78.0,2024-10-10 00:00:00+00:00,26.6,0.21
3.0,-78.0,2024-10-10 12:00:00+00:00,24.7,2.03
3.0,-78.0,2024-10-11 00:00:00+00:00,26.1,0.48
3.0,-78.0,2024-10-11 12:00:00+00:00,25.4,0.42
3.0,-78.0,2024-10-12 00:00:00+00:00,26.9,0.0
3.0,-78.0,2024-10-12 12:00:00+00:00,25.4,0.5
3.0,-78.0,2024-10-13 00:00:00+00:00,26.9,0.0
3.0,-78.0,2024-10-13 12:00:00+00:00,25.3,1.06
3.0,-78.0,2024-10-14 00:00:00+00:00,26.7,0.0
3.0,-78.0,2024-10-14 12:00:00+00:00,24.7,3.85
3.0,-78.0,2024-10-15 00:00:00+00:00,26.9,0.11
3.0,-77.5,2024-10-05 00:00:00+00:00,24.4,1.29
3.0,-77.5,2024-10-05 12:00:00+00:00,23.3,0.0
3.0,-77.5,2024-10-06 00:00:00+00:00,25.0,0.12
3.0,-77.5,2024-10-06 12:00:00+00:00,23.0,0.17
3.0,-77.5,2024-10-07 00:00:00+00:00,24.9,0.14
3.0,-77.5,2024-10-07 12:00:00+00:00,23.7,0.13
3.0,-77.5,2024-10-08 00:00:00+00:00,24.5,2.01
3.0,-77.5,2024-10-08 12:00:00+00:00,23.3,3.66
3.0,-77.5,2024-10-09 00:00:00+00:00,25.1,0.0
3.0,-77.5,2024-10-09 12:00:00+00:00,23.7,9.19
3.0,-77.5,2024-10-10 00:00:00+00:00,25.0,0.0
3.0,-77.5,2024-10-10 12:00:00+00:00,23.6,3.63
3.0,-77.5,2024-10-11 00:00:00+00:00,25.2,0.0
3.0,-77.5,2024-10-11 12:00:00+00:00,24.2,0.0
3.0,-77.5,2024-10-12 00:00:00+00:00,24.8,1.06
3.0,-77.5,2024-10-12 12:00:00+00:00,23.9,0.0
3.0,-77.5,2024-10-13 00:00:00+00:00,25.8,0.13
3.0,-77.5,2024-10-13 12:00:00+00:00,23.7,1.28
3.0,-77.5,2024-10-14 00:00:00+00:00,25.4,0.0
3.0,-77.5,2024-10-14 12:00:00+00:00,23.6,1.0
3.0,-77.5,2024-10-15 00:00:00+00:00,25.5,0.18
3.0,-77.0,2024-10-05 00:00:00+00:00,21.5,10.37
3.0,-77.0,2024-10-05 12:00:00+00:00,21.9,0.0
3.0,-77.0,2024-10-06 00:00:00+00:00,21.6,3.03
3.0,-77.0,2024-10-06 12:00:00+00:00,21.4,1.11
3.0,-77.0,2024-10-07 00:00:00+00:00,21.4,3.73
3.0,-77.0,2024-10-07 12:00:00+00:00,21.0,1.08
3.0,-77.0,2024-10-08 00:00:00+00:00,20.9,5.86
3.0,-77.0,2024-10-08 12:00:00+00:00,20.7,1.78
3.0,-77.0,2024-10-09 00:00:00+00:00,21.1,1.53
3.0,-77.0,2024-10-09 12:00:00+00:00,20.9,1.92
3.0,-77.0,2024-10-10 00:00:00+00:00,21.6,2.16
3.0,-77.0,2024-10-10 12:00:00+00:00,20.6,4.64
3.0,-77.0,2024-10-11 00:00:00+00:00,21.0,0.84
3.0,-77.0,2024-10-11 12:00:00+00:00,21.9,0.41
3.0,-77.0,2024-10-12 00:00:00+00:00,21.6,4.23
3.0,-77.0,2024-10-12 12:00:00+00:00,21.1,0.0
3.0,-77.0,2024-10-13 00:00:00+00:00,21.6,1.75
3.0,-77.0,2024-10-13 12:00:00+00:00,21.3,3.74
3.0,-77.0,2024-10-14 00:00:00+00:00,21.2,1.07
3.0,-77.0,2024-10-14 12:00:00+00:00,21.3,0.12
3.0,-77.0,2024-10-15 00:00:00+00:00,21.8,1.4
3.0,-76.5,2024-10-05 00:00:00+00:00,20.0,0.46
3.0,-76.5,2024-10-05 12:00:00+00:00,19.9,0.0
3.0,-76.5,2024-10-06 00:00:00+00:00,21.0,0.0
3.0,-76.5,2024-10-06 12:00:00+00:00,19.9,0.0
3.0,-76.5,2024-10-07 00:00:00+00:00,20.0,0.94
3.0,-76.5,2024-10-07 12:00:00+00:00,19.8,0.0
3.0,-76.5,2024-10-08 00:00:00+00:00,20.0,1.25
3.0,-76.5,2024-10-08 12:00:00+00:00,19.5,0.14
3.0,-76.5,2024-10-09 00:00:00+00:00,20.5,0.21
3.0,-76.5,2024-10-09 12:00:00+00:00,20.2,0.16
3.0,-76.5,2024-10-10 00:00:00+00:00,20.9,0.0
3.0,-76.5,2024-10-10 12:00:00+00:00,19.5,0.27
3.0,-76.5,2024-10-11 00:00:00+00:00,19.8,0.96
3.0,-76.5,2024-10-11 12:00:00+00:00,18.7,0.0
3.0,-76.5,2024-10-12 00:00:00+00:00,20.4,2.46
3.0,-76.5,2024-10-12 12:00:00+00:00,19.5,0.0
3.0,-76.5,2024-10-13 00:00:00+00:00,21.3,0.19
3.0,-76.5,2024-10-13 12:00:00+00:00,19.2,0.22
3.0,-76.5,2024-10-14 00:00:00+00:00,22.4,0.21
3.0,-76.5,2024-10-14 12:00:00+00:00,19.8,0.0
3.0,-76.5,2024-10-15 00:00:00+00:00,21.0,1.34
3.0,-76.0,2024-10-05 00:00:00+00:00,7.1,0.0
3.0,-76.0,2024-10-05 12:00:00+00:00,7.3,0.0
3.0,-76.0,2024-10-06 00:00:00+00:00,7.8,0.0
3.0,-76.0,2024-10-06 12:00:00+00:00,6.7,0.0
3.0,-76.0,2024-10-07 00:00:00+00:00,7.9,0.0
3.0,-76.0,2024-10-07 12:00:00+00:00,7.6,0.0
3.0,-76.0,2024-10-08 00:00:00+00:00,8.6,0.43
3.0,-76.0,2024-10-08 12:00:00+00:00,7.2,0.36
3.0,-76.0,2024-10-09 00:00:00+00:00,7.9,0.15
3.0,-76.0,2024-10-09 12:00:00+00:00,7.3,0.97
3.0,-76.0,2024-10-10 00:00:00+00:00,8.4,0.55
3.0,-76.0,2024-10-10 12:00:00+00:00,7.6,0.0
3.0,-76.0,2024-10-11 00:00:00+00:00,8.1,0.35
3.0,-76.0,2024-10-11 12:00:00+00:00,7.7,0.0
3.0,-76.0,2024-10-12 00:00:00+00:00,6.5,0.58
3.0,-76.0,2024-10-12 12:00:00+00:00,7.8,0.0
3.0,-76.0,2024-10-13 00:00:00+00:00,6.7,0.0
3.0,-76.0,2024-10-13 12:00:00+00:00,7.4,0.0
3.0,-76.0,2024-10-14 00:00:00+00:00,7.0,0.15
3.0,-76.0,2024-10-14 12:00:00+00:00,7.5,0.0
3.0,-76.0,2024-10-15 00:00:00+00:00,7.1,0.22
3.0,-75.5,2024-10-05 00:00:00+00:00,19.6,0.0
3.0,-75.5,2024-10-05 12:00:00+00:00,18.9,0.0
3.0,-75.5,2024-10-06 00:00:00+00:00,22.3,0.0
3.0,-75.5,2024-10-06 12:00:00+00:00,18.0,0.0
3.0,-75.5,2024-10-07 00:00:00+00:00,19.6,0.0
3.0,-75.5,2024-10-07 12:00:00+00:00,17.8,0.0
3.0,-75.5,2024-10-08 00:00:00+00:00,19.3,1.02
3.0,-75.5,2024-10-08 12:00:00+00:00,17.5,2.17
3.0,-75.5,2024-10-09 00:00:00+00:00,18.8,0.22
3.0,-75.5,2024-10-09 12:00:00+00:00,17.8,0.79
3.0,-75.5,2024-10-10 00:00:00+00:00,18.8,0.47
3.0,-75.5,2024-10-10 12:00:00+00:00,17.8,0.27
3.0,-75.5,2024-10-11 00:00:00+00:00,18.8,0.92
3.0,-75.5,2024-10-11 12:00:00+00:00,18.2,0.0
3.0,-75.5,2024-10-12 00:00:00+00:00,19.3,0.93
3.0,-75.5,2024-10-12 12:00:00+00:00,17.7,0.21
3.0,-75.5,2024-10-13 00:00:00+00:00,20.0,0.16
3.0,-75.5,2024-10-13 12:00:00+00:00,18.3,0.0
3.0,-75.5,2024-10-14 00:00:00+00:00,20.0,0.0
3.0,-75.5,2024-10-14 12:00:00+00:00,18.4,0.25
3.0,-75.5,2024-10-15 00:00:00+00:00,20.7,0.0
3.5,-78.5,2024-10-05 00:00:00+00:00,26.5,0.15
3.5,-78.5,2024-10-05 12:00:00+00:00,26.3,0.0
3.5,-78.5,2024-10-06 00:00:00+00:00,27.1,0.15
3.5,-78.5,2024-10-06 12:00:00+00:00,25.2,4.7
3.5,-78.5,2024-10-07 00:00:00+00:00,26.8,0.35
3.5,-78.5,2024-10-07 12:00:00+00:00,25.7,2.01
3.5,-78.5,2024-10-08 00:00:00+00:00,26.9,0.14
3.5,-78.5,2024-10-08 12:00:00+00:00,25.9,2.1
3.5,-78.5,2024-10-09 00:00:00+00:00,26.5,0.23
3.5,-78.5,2024-10-09 12:00:00+00:00,26.2,0.89
3.5,-78.5,2024-10-10 00:00:00+00:00,26.8,0.13
3.5,-78.5,2024-10-10 12:00:00+00:00,25.9,1.99
3.5,-78.5,2024-10-11 00:00:00+00:00,26.4,0.48
3.5,-78.5,2024-10-11 12:00:00+00:00,26.1,1.3
3.5,-78.5,2024-10-12 00:00:00+00:00,25.4,0.78
3.5,-78.5,2024-10-12 12:00:00+00:00,25.5,1.88
3.5,-78.5,2024-10-13 00:00:00+00:00,27.0,0.0
3.5,-78.5,2024-10-13 12:00:00+00:00,25.9,1.9
3.5,-78.5,2024-10-14 00:00:00+00:00,26.9,0.23
3.5,-78.5,2024-10-14 12:00:00+00:00,25.3,5.07
3.5,-78.5,2024-10-15 00:00:00+00:00,26.7,0.28
3.5,-78.0,2024-10-05 00:00:00+00:00,26.5,0.0
3.5,-78.0,2024-10-05 12:00:00+00:00,26.2,0.0
3.5,-78.0,2024-10-06 00:00:00+00:00,26.9,0.0
3.5,-78.0,2024-10-06 12:00:00+00:00,25.3,0.45
3.5,-78.0,2024-10-07 00:00:00+00:00,26.6,0.41
3.5,-78.0,2024-10-07 12:00:00+00:00,25.2,1.14
3.5,-78.0,2024-10-08 00:00:00+00:00,26.5,0.42
3.5,-78.0,2024-10-08 12:00:00+00:00,25.1,1.91
3.5,-78.0,2024-10-09 00:00:00+00:00,26.1,0.45
3.5,-78.0,2024-10-09 12:00:00+00:00,25.3,0.71
3.5,-78.0,2024-10-10 00:00:00+00:00,26.7,0.22
3.5,-78.0,2024-10-10 12:00:00+00:00,26.0,3.04
3.5,-78.0,2024-10-11 00:00:00+00:00,26.5,0.46
3.5,-78.0,2024-10-11 12:00:00+00:00,25.7,1.41
3.5,-78.0,2024-10-12 00:00:00+00:00,26.5,0.12
3.5,-78.0,2024-10-12 12:00:00+00:00,25.6,1.09
3.5,-78.0,2024-10-13 00:00:00+00:00,27.1,0.0
3.5,-78.0,2024-10-13 12:00:00+00:00,24.9,3.88
3.5,-78.0,2024-10-14 00:00:00+00:00,26.9,0.0
3.5,-78.0,2024-10-14 12:00:00+00:00,24.7,2.22
3.5,-78.0,2024-10-15 00:00:00+00:00,26.9,0.0
3.5,-77.5,2024-10-05 00:00:00+00:00,26.2,0.2
3.5,-77.5,2024-10-05 12:00:00+00:00,24.9,0.0
3.5,-77.5,2024-10-06 00:00:00+00:00,26.6,0.55
3.5,-77.5,2024-10-06 12:00:00+00:00,25.1,0.0
3.5,-77.5,2024-10-07 00:00:00+00:00,26.4,0.8
3.5,-77.5,2024-10-07 12:00:00+00:00,25.0,0.17
3.5,-77.5,2024-10-08 00:00:00+00:00,25.3,2.34
3.5,-77.5,2024-10-08 12:00:00+00:00,24.4,2.23
3.5,-77.5,2024-10-09 00:00:00+00:00,26.2,0.13
3.5,-77.5,2024-10-09 12:00:00+00:00,24.9,1.88
3.5,-77.5,2024-10-10 00:00:00+00:00,26.4,0.21
3.5,-77.5,2024-10-10 12:00:00+00:00,25.1,5.83
3.5,-77.5,2024-10-11 00:00:00+00:00,25.7,0.34
3.5,-77.5,2024-10-11 12:00:00+00:00,24.8,8.26
3.5,-77.5,2024-10-12 00:00:00+00:00,25.5,0.3
3.5,-77.5,2024-10-12 12:00:00+00:00,25.3,0.72
3.5,-77.5,2024-10-13 00:00:00+00:00,27.0,0.0
3.5,-77.5,2024-10-13 12:00:00+00:00,25.1,4.61
3.5,-77.5,2024-10-14 00:00:00+00:00,26.1,0.0
3.5,-77.5,2024-10-14 12:00:00+00:00,25.2,0.48
3.5,-77.5,2024-10-15 00:00:00+00:00,26.8,0.21
3.5,-77.0,2024-10-05 00:00:00+00:00,19.0,1.13
3.5,-77.0,2024-10-05 12:00:00+00:00,19.2,0.15
3.5,-77.0,2024-10-06 00:00:00+00:00,19.4,1.01
3.5,-77.0,2024-10-06 12:00:00+00:00,19.9,0.0
3.5,-77.0,2024-10-07 00:00:00+00:00,19.3,0.1
3.5,-77.0,2024-10-07 12:00:00+00:00,19.1,0.14
3.5,-77.0,2024-10-08 00:00:00+00:00,19.5,0.55
3.5,-77.0,2024-10-08 12:00:00+00:00,18.6,1.41
3.5,-77.0,2024-10-09 00:00:00+00:00,19.1,0.57
3.5,-77.0,2024-10-09 12:00:00+00:00,19.0,1.87
3.5,-77.0,2024-10-10 00:00:00+00:00,19.3,0.83
3.5,-77.0,2024-10-10 12:00:00+00:00,18.9,12.05
3.5,-77.0,2024-10-11 00:00:00+00:00,19.2,0.67
3.5,-77.0,2024-10-11 12:00:00+00:00,19.2,0.0
3.5,-77.0,2024-10-12 00:00:00+00:00,19.5,2.16
3.5,-77.0,2024-10-12 12:00:00+00:00,19.2,0.81
3.5,-77.0,2024-10-13 00:00:00+00:00,19.6,1.7
3.5,-77.0,2024-10-13 12:00:00+00:00,19.2,5.76
3.5,-77.0,2024-10-14 00:00:00+00:00,19.4,0.18
3.5,-77.0,2024-10-14 12:00:00+00:00,19.2,1.05
3.5,-77.0,2024-10-15 00:00:00+00:00,19.4,5.09
3.5,-76.5,2024-10-05 00:00:00+00:00,20.8,1.99
3.5,-76.5,2024-10-05 12:00:00+00:00,20.8,0.0
3.5,-76.5,2024-10-06 00:00:00+00:00,22.9,0.0
3.5,-76.5,2024-10-06 12:00:00+00:00,20.1,0.0
3.5,-76.5,2024-10-07 00:00:00+00:00,21.2,0.0
3.5,-76.5,2024-10-07 12:00:00+00:00,19.9,0.0
3.5,-76.5,2024-10-08 00:00:00+00:00,21.1,4.4
3.5,-76.5,2024-10-08 12:00:00+00:00,20.4,0.0
3.5,-76.5,2024-10-09 00:00:00+00:00,22.2,0.0
3.5,-76.5,2024-10-09 12:00:00+00:00,20.3,0.18
3.5,-76.5,2024-10-10 00:00:00+00:00,21.9,0.28
3.5,-76.5,2024-10-10 12:00:00+00:00,20.1,0.91
3.5,-76.5,2024-10-11 00:00:00+00:00,20.6,0.15
3.5,-76.5,2024-10-11 12:00:00+00:00,20.0,0.0
3.5,-76.5,2024-10-12 00:00:00+00:00,21.7,0.47
3.5,-76.5,2024-10-12 12:00:00+00:00,19.9,0.0
3.5,-76.5,2024-10-13 00:00:00+00:00,23.7,0.0
3.5,-76.5,2024-10-13 12:00:00+00:00,20.5,0.65
3.5,-76.5,2024-10-14 00:00:00+00:00,23.4,0.0
3.5,-76.5,2024-10-14 12:00:00+00:00,20.2,0.26
3.5,-76.5,2024-10-15 00:00:00+00:00,21.9,0.37
3.5,-76.0,2024-10-05 00:00:00+00:00,5.5,0.29
3.5,-76.0,2024-10-05 12:00:00+00:00,6.1,0.0
3.5,-76.0,2024-10-06 00:00:00+00:00,6.2,0.0
3.5,-76.0,2024-10-06 12:00:00+00:00,6.1,0.0
3.5,-76.0,2024-10-07 00:00:00+00:00,5.7,0.1
3.5,-76.0,2024-10-07 12:00:00+00:00,6.2,0.0
3.5,-76.0,2024-10-08 00:00:00+00:00,5.8,0.11
3.5,-76.0,2024-10-08 12:00:00+00:00,5.8,0.33
3.5,-76.0,2024-10-09 00:00:00+00:00,5.5,0.57
3.5,-76.0,2024-10-09 12:00:00+00:00,5.5,1.74
3.5,-76.0,2024-10-10 00:00:00+00:00,6.1,0.76
3.5,-76.0,2024-10-10 12:00:00+00:00,6.1,0.0
3.5,-76.0,2024-10-11 00:00:00+00:00,5.7,0.4
3.5,-76.0,2024-10-11 12:00:00+00:00,6.0,0.0
3.5,-76.0,2024-10-12 00:00:00+00:00,5.7,0.0
3.5,-76.0,2024-10-12 12:00:00+00:00,6.1,0.0
3.5,-76.0,2024-10-13 00:00:00+00:00,5.6,0.0
3.5,-76.0,2024-10-13 12:00:00+00:00,6.0,0.0
3.5,-76.0,2024-10-14 00:00:00+00:00,6.2,0.0
3.5,-76.0,2024-10-14 12:00:00+00:00,5.9,0.0
3.5,-76.0,2024-10-15 00:00:00+00:00,6.2,0.14
3.5,-75.5,2024-10-05 00:00:00+00:00,22.8,0.0
3.5,-75.5,2024-10-05 12:00:00+00:00,20.2,0.0
3.5,-75.5,2024-10-06 00:00:00+00:00,22.3,0.35
3.5,-75.5,2024-10-06 12:00:00+00:00,19.8,0.0
3.5,-75.5,2024-10-07 00:00:00+00:00,23.0,0.0
3.5,-75.5,2024-10-07 12:00:00+00:00,20.2,0.0
3.5,-75.5,2024-10-08 00:00:00+00:00,22.2,2.91
3.5,-75.5,2024-10-08 12:00:00+00:00,19.8,0.95
3.5,-75.5,2024-10-09 00:00:00+00:00,22.9,0.0
3.5,-75.5,2024-10-09 12:00:00+00:00,19.9,0.71
3.5,-75.5,2024-10-10 00:00:00+00:00,22.8,0.0
3.5,-75.5,2024-10-10 12:00:00+00:00,20.2,0.16
3.5,-75.5,2024-10-11 00:00:00+00:00,21.0,1.86
3.5,-75.5,2024-10-11 12:00:00+00:00,20.5,0.0
3.5,-75.5,2024-10-12 00:00:00+00:00,21.1,0.0
3.5,-75.5,2024-10-12 12:00:00+00:00,20.1,0.0
3.5,-75.5,2024-10-13 00:00:00+00:00,22.3,0.0
3.5,-75.5,2024-10-13 12:00:00+00:00,20.0,0.14
3.5,-75.5,2024-10-14 00:00:00+00:00,24.5,0.0
3.5,-75.5,2024-10-14 12:00:00+00:00,19.6,1.07
3.5,-75.5,2024-10-15 00:00:00+00:00,25.9,0.0
